Listagem dos Filmes Brasileiros Lançados Comercialmente em Salas de Exibição 1995 a 2018;;;;;;;;;;;;
;;;;;;;;;;;;
Ano de Lançamento;Certificado de Produto Brasileiro (CPB);Título;Direção;Gênero;Empresa Produtora Brasileira Majoritária;UF;Empresa Produtora Minoritária Brasileira;UF;Distribuidora;Máximo de Salas;Renda (R$);Público 
2015;B1500399800000;Condado Macabro;André de Campos Mello/Marcos DeBrito;Ficção;DeBrito Produções Cinematográficas;SP; -; -;Elite Filmes;3;6695.92;523
2015;B1500671700000;Damas do samba;Susanna Lira;Documentário;Modo Operante Produções;RJ;EBC TV Brasil;RJ;Elo Company;9;7772.36;716
2015;B1402209700000;De Gravata e Unha Vermelha;Miriam Chnaiderman;Documentário;Sequência 1;SP; -; -;Imovision;5;49546.21;3548
2015;B1402082600000;Depois da Chuva;Cláudio Marques/Marilia Hughes Guerreiro;Ficção;Coisa de Cinema;BA; -; -;Espaço Filmes ;14;185152.29;16247
2015;B1500344400000;Depois de Tudo;Johnny Araújo;Ficção;Casé Filmes;RJ;Rio MS - Produções Artísticas/MRP Produções Culturais/Rinoceronte Produções;RJ/SP/RJ;Imagem;141;282661.93;21768
2015;B1500335800000;Divã a 2;Paulo Fontenelle;Ficção;Total Entertainment;RJ;Telecine/Ítaca Films;RJ/RJ;Downtown/Paris;315;1982583.38;164589
2015;B1402480100000;Dois Casamentos;Luiz Rosemberg Filho;Ficção;Cavideo Produções;RJ;Canal Brasil;RJ;Livres Distribuidora;2;4536.42;380
2015;B1500422800000;Dromedário no Asfalto;Gilson Vargas;Ficção;Pata Negra;RS;BoomBoom/Ponto Cego;RS/RS;Lança Filmes;7;26107.01;2290
2015;B1402117400000;Eduardo Coutinho, 7 de Outubro;Carlos Nader;Documentário;Sesc;SP; -; -;Sesc ;6;8884.83;587
2015;B1500818400000;Em Três Atos;Lucia Murat;Ficção;Taiga Filmes e Vídeo;RJ; -; -;Imovision;7;30777.17;2096
2015;B1500558500000;Entrando numa roubada;André Moraes;Ficção;Urca Filmes;RJ;Aquarela/Mistika;DF/SP;Europa;240;1654741.76;131220
2015;B1500183700000;Entre Abelhas;Ian SBF;Ficção;Mixer Films;RJ;Globo Filmes;RJ;Imagem;342;5738814.70;438782
2015;B1402246600000;Estranhos;Paulo Alcântara;Ficção;Araçá Azul Cinema e Vídeo;BA; -; -;Araçá Azul;1;5338.50;427
2015;B1302013600000;Eu nunca;Kauê Telloli;Ficção;Saliva Shots;SP;Kaue TK Produções;SP;Elo Company;3;5970.38;491
2015;B1101456300000;Fala Sério!;Augusto Sevá;Ficção;Albatroz Cinematográfica;SP; -; -;Raiz Filmes;2;4028.00;499
2015;B1500186700000;Filme sobre um Bom Fim;Boca Migotto;Documentário;Epifania Filmes;RS; -; -;Boulevard Filmes;2;39724.00;4503
2015;B1402202100000;Guitarra Baiana: A Voz do Carnaval;Daniel Talento;Documentário;Tia Maria Filmes;RJ; -; -;Tia Maria Filmes;1;3914.00;273
2015;B1402218500000;Hamlet;Cristiano Burlan;Ficção;Bela Filmes;SP; -; -;Bela Filmes;1;3771.00;307
2015;B1500543600000;Hermógenes, Professor e Poeta do Yoga;Bárbara Tavares;Documentário;Bodhgaya Films;RJ; -; -;Bodhgaya Films;8;114746.33;7680
2015;B1402195100000;Hipóteses para o amor e a verdade;Rodolfo García Vázquez;Ficção;Os Satyros Cinema;SP; -; -;Raiz Filmes;4;20728.50;1711
2015;B1301899200000;Homem comum;Carlos Nader;Ficção;Já Filmes;SP; -; -;Vitrine Filmes;9;23661.65;1900
2015;B1301730400000;Hysteria;Ava Rocha/Evaldo Mocarzel;Documentário;Casa Azul Produções;SP; -; -;Raiz Filmes;2;4701.00;675
2015;B1500585700000;Ídolo;Ricardo Calvet;Documentário;Remake Filmes;RJ; -; -;Nossa Distribuidora;13;7543.39;606
2015;B1402378700000;Infância;Domingos de Oliveira;Ficção;Teatro Ilustre Produções Artísticas;RJ;Forte Filmes/Telecine;RJ/RJ;Forte Filmes;9;49818.28;3517
2015;B1402071500000;Insubordinados;Edu Felistoque;Ficção;Felistoque Filmes;SP;Kinoosfera Filmes/Canal Brasil/Reza Brava Filmes;SP/RJ/SP;Pandora;13;7940.96;777
2015;B1201663300000;Iván;Guto Pasko;Documentário;GP7 Cinema;PR; -; -;Moro Comunicação;8;27877.41;2440
2015;B1500575600000;Jia Zhang-ke, um homem de Fenyang;Walter Salles;Documentário;Videofilmes;RJ; -; -;Videofilmes;11;74647.54;6689
2015;B1500543200000;Linda de morrer;Cris D'Amato;Ficção;Migdal Filmes;RJ;Globo Filmes/Maiomidia Comunicação/Telecine;RJ/RJ/RJ;Fox;522;12186625.00;948542
2015;B1500224200000;Los Hermanos: Esse É Só o Começo do Fim da nossa Vida;Maria Ribeiro;Documentário;Casa na Arvore Produções/Rinoceronte Produções;RJ;Globosat/Horizonte;RJ/RJ;Copacabana Filmes;16;210134.28;10332
2015;B1402704900000;Loucas pra Casar;Roberto Santucci;Ficção;Glaz Entretenimento;RJ;Globo Filmes/Telecine/Maiomidia Comunicação;RJ/RJ/RJ;Downtown/Paris;604;45688069.53;3726547
2015;B1402475600000;Meia hora e as manchetes que viram manchete;Angelo Defanti;Documentário;Sobretudo Produção;RJ; -; -;Boulevard Filmes;4;8972.66;962
2015;B1402250900000;Memórias da Boca;Alfredo Sternheim/Antonio Ciambra/Clery Cunha/Diogo Gomes dos Santos/Diomédio Piskator/José Mojica Marins/Mário Vaz Filho/Valdir Baptista;Documentário;Cumamuê Cinema;SP; -; -;Filmikka Produções;1;3301.00;243
2015;B1500257500000;Metanóia;Miguel Nagle;Ficção;Cia. Palco Del'Arte;SP;4U Films;RJ;Europa;63;758160.42;58176
2015;B1500437700000;Meu Passado Me Condena 2;Júlia Rezende;Ficção;Atitude Produções;RJ;Globo Filmes/Maiomidia Comunicação;RJ/RJ;Downtown/Paris;618;32941689.75;2639935
2015;B1201696600000;Meus Dois Amores;Luiz Henrique Rios;Ficção;Diler & Associados;RJ;Globo Filmes/Olho de Boi Produções/Thijoana Filmes/Roteiraria Conteúdos;RJ/RJ/RJ/RJ;Downtown/Paris;39;281806.53;22661
2015;B1402201200000;Muitos Homens num Só;Mini Kerti;Ficção;Tambellini Filmes;RJ;Canal Brasil;RJ;Downtown/Paris;12;45857.25;2836
2015;B1402825200000;Mulheres no poder;Gustavo Acioli;Ficção;Lavoro Produções;RJ;Afinal Filmes/Canal Brasil;RJ/RJ;Downtown/Paris;14;107063.44;7804
2015;B1500543700000;Ninguém Ama Ninguém...Por Mais de Dois Anos;Clovis Mello;Ficção;Cine;SP;Vulpeculae Produções;RJ;Europa;63;155169.99;11833
2015;B1101348800000;No Meio do Rio, Entre as Árvores;Jorge Bodanzky;Documentário;Jorge Roberto Bodanzky;SP; -; -;Raiz Filmes;2;2739.00;229
2015;B1402391600000;O Amuleto;Jeferson De;Ficção;Buda Filmes/Contraponto;SP/SC; -; -;Downtown/Paris;19;30432.99;2722
2015;B1500177000000;O Dia do Galo;Cris Azzi/Luiz Felipe Fernandes;Documentário;Alicate Conteúdo Audiovisual;MG;Cris Azzi/Nitro Editorial;MG/MG;Delícia Filmes;13;362537.74;30141
2015;B1500193000000;O Duelo;Marcos Jorge;Ficção;Total Entertainment;RJ;Warner/Grapiuna Produções Artísticas;SP/RJ;Warner;73;184598.00;14337
2015;B1402667500000;O Fim de Uma Era;Bruno Safadi/Ricardo Pretti;Documentário;Daza Filmes;RJ;Alumbramento/TB Produções/Canal Brasil/Teleimage Productions;CE/RJ/RJ/SP;Daza Filmes;2;2312.18;228
2015;B1301987400000;O Fim e os Meios;Murilo Salles;Ficção;Cinema Brasil Digital;RJ; -; -;Nossa Distribuidora;17;9774.93;1049
2015;B1500149400000;O Gorila;José Eduardo Belmonte;Ficção;Camisa Treze Cultural;SP; -; -;Camisa Treze;4;17391.89;1401
2015;B1301872000000;O Rio nos Pertence;Ricardo Pretti;Ficção;Daza Filmes;RJ;Alumbramento/TB Produções/Canal Brasil/Teleimage;CE/RJ/RJ/SP;Daza Filmes;1;1569.23;189
2015;B1301871900000;O Uivo da Gaita;Bruno Safadi;Ficção;Daza Filmes;RJ;TB Produções/Alumbramento/Canal Brasil/Teleimage;RJ/CE/RJ/SP;Daza Filmes;2;3051.73;301
2015;B1402197800000;O último cine drive-in;Iberê Carvalho;Ficção;Pavirada Filmes;DF;Ligocki Entretenimento/Chroma Consultoria;DF/DF;Vitrine Filmes;46;164720.54;12628
2015;B1500768500000;O Último Poema;Mirela Kruel;Documentário;Besouro Filmes;RS; -; -;Lança Filmes;6;15423.68;1626
2015;B1402689400000;O Vendedor de Passados;Lula Buarque de Hollanda;Ficção;Conspiração Filmes;RJ;Espiral;RJ;Imagem/Conspiração;208;1026924.65;80335
2015;B1402156500000;Obra;Gregorio Graziosi;Ficção;Superfilmes;SP; -; -;Vitrine Filmes;13;53735.87;4276
2015;B130174300000;Onde Borges Tudo Vê;Taciano Valério;Ficção;Taciano Valério;PE; -; -;Lume;1;30.00;13
2015;B1500701300000;Operações Especiais;Tomas Portella;Ficção;TC Filmes;SP;Globo Filmes/Maiomidia Comunicação;RJ/RJ;Downtown/Paris;321;4392871.68;348322
2015;B1500868700000;Oração do amor selvagem;Chico Faganello;Ficção;Filmes que voam;SC; -; -;Pandora;14;18044.24;1601
2015;B1500448600000;Orestes;Rodrigo Siqueira;Documentário;C R Produções;SP; -; -;7Estrelo Filmes;11;33480.07;2790
2015;B1500672000000;Órfãos do Eldorado;Guilherme Coelho;Ficção;Matizar;RJ;Canal Brasil;RJ;Downtown;16;39808.34;3163
2015;B1402275800000;Os Maias - Cenas da Vida Romântica;João Botelho;Ficção;Raccord Produções;RJ; -; -;ArtHouse;10;24888.74;2319
2015;B1402108000000;Os Tubarões de Copacabana;Rosario Boyer;Ficção;Internacional Produções;RJ; -; -;Internacional Produções de Cinema e Vídeo;1;766.30;58
2015;B1302041500000;Os Últimos Cangaceiros;Wolney Oliveira;Documentário;Bucanero Filmes;CE;Corte Seco Filmes;CE;Imovision;8;43907.16;4308
2015;B1500823700000;Osvaldão;Ana Petta/André Michiles/Fábio Bardella/Vandré Fernandes;Documentário;Fundação Maurício Grabois;SP;Clementina Filmes/Estrangeira Filmes;SP/SP;Fundação Maurício Grabois;2;6209.72;442
2015;B1402408400000;Ouro, suor e lágrimas;Helena Sroulevich;Documentário;Caribe;RJ; -; -;Lagoa Filmes;18;43810.37;3119
2015;B1402089400000;Passarinho lá de Nova Iorque;Murilo Salles;Documentário;Cinema Brasil Digital;RJ; -; -;Nossa Distribuidora;7;637.25;60
2015;B1301942700000;Pauê - O Passo de um Vencedor;Alessandra Pereira/Fabio Cappellini;Documentário;Um Mais Um - Comunicação Em Imagem ;SP; -; -;Raiz Filmes;4;2018.00;338
2015;B1500592000000;Paysandú 100 anos de Payxão;Eduardo Albergaria/Gustavo Godinho/Leonardo Edde/Marco André/Priscilla Brasil;Documentário;Urca Filmes;RJ;Parioca Filmes/Greenvision;PA/PA;Urca Filme;4;178508.09;11965
2015;B1500339400000;Pequeno dicionário amoroso 2;Mauro Farias/Sandra Werneck;Ficção;Cineluz Produções;RJ;Globo Filmes/Maiomidia Comunicação/Telecine;RJ/RJ/RJ;Downtown/Paris;56;245948.16;16627
2015;B1402122500000;Periscópio;Kiko Goifman;Ficção;Paleo TV;SP; -; -;Vitrine Filmes;8;13035.68;1461
2015;B1500189400000;Permanência;Leonardo Lacca;Ficção;CinemaScópio;PE;Trincheira Filmes;PE;Vitrine Filmes;27;102319.36;11115
2015;B1500689300000;Piadeiros;Gustavo Rosa de Moura;Documentário;Mira Filmes;SP; -; -;Espaço Filmes ;11;8608.79;687
2015;B1500138300000;Ponte Aérea;Júlia Rezende;Ficção;Morena Filmes;RJ; -; -;Downtown/Paris;56;477345.14;34566
2015;B1500309900000;Qualquer Gato Vira-lata 2;Marcelo Antunez/Roberto Santucci;Ficção;Tietê Produções;RJ;Raiz Produções/Telecine;SP/RJ;Downtown/Paris;551;10017232.88;807827
2015;B1301916500000;Quase Samba;Ricardo Targino;Ficção;Bananeira Filmes;RJ;Filmes de Arruaça;RJ;Vitrine Filmes;13;4882.00;613
2015;B1500585100000;Que horas ela volta?;Anna Muylaert;Ficção;África Filmes/Gullane;SP;Globo Filmes/Guel Produtora;RJ/RJ;Pandora;177;6881157.79;493568
2015;B1402719200000;Real Beleza;Jorge Furtado;Ficção;Casa de Cinema de Porto Alegre;RS;Globo Filmes/Guel Produtora;RJ/RJ;Elo Company;44;147516.61;11208
2015;B1301943500000;Rio Cigano;Julia Zakia;Ficção;Superfilmes;SP; -; -;Raiz Filmes;2;12682.00;1230
2015;B1402131500000;Romance Policial;Jorge Durán;Ficção;Deserto Filmes;RJ; -; -;Pandora;10;45020.90;3567
2015;B1500778300000;S.O.S Mulheres ao mar 2;Cris D'Amato;Ficção;Ananã Produções;RJ;Globo Filmes/Xanadu;RJ/RJ;Universal/Europa/Elo Company;464;21119066.91;1638272
2015;B1500740900000;Samba & Jazz;Jefferson Mello;Documentário;Tremè Produções Artísticas;RJ;Canal Brasil;RJ;Tremè Produções;10;21657.66;1809
2015;B1402237400000;Sangue Azul;Lírio Ferreira;Ficção;Drama Filmes/Lírio Ferreira;SP;Beluga Produções/Telecine;PE/RJ;Imovision;18;122453.05;10044
2015;B1402133100000;Se Deus Vier que Venha Armado;Luis Dantas;Ficção;Plano Geral Produções;SP; -; -;Pandora;10;21221.91;1703
2015;B1500014400000;Sorria, Você Está Sendo Filmado - O Filme;Daniel Filho;Ficção;Lereby;RJ; -; -;H2O Films;89;514528.72;39548
2015;B1500091200000;Superpai;Pedro Amorim;Ficção;Querosene Filmes;SP; -; -;Universal;321;5159394.63;439410
2015;B1500071300000;Surfar é Coisa de Rico;Guga Sander;Documentário;Sentimental Filme;SP;Sentimental Etal;SP;Elo Company;2;1493.90;102
2015;B1500290200000;Terra Cabocla;Márcia Paraíso/Ralf Tambke;Documentário;Plural Filmes;SC; -; -;Plural Filmes Sul;1;4948.16;318
2015;B1500388000000;Território do Brincar;David Reeks/Renata Meirelles;Documentário;Maria Farinha Filmes/Ludus Produção de Vídeos;RJ/SP; -; -;Maria Farinha Filmes;14;73782.88;5519
2015;B1500855000000;Tomie Ohtake;Hélio Goldsztejn;Documentário;TV Cultura;SP; -; -;Cultura;1;4432.00;363
2015;B1402215300000;Tudo por amor ao cinema;Aurélio Michelis;Documentário;Aurora Filmes/Imagem Ceuvagem;SP;Olhar Imaginário;SP;Nossa Distribuidora;6;8333.00;602
2015;B1500150200000;Tudo que aprendemos juntos;Sérgio Machado;Ficção;Gullane;SP; -; -;Fox;73;303608.00;25816
2015;B1402277500000;Tudo que Deus Criou;André da Costa Pinto;Ficção;Adriano Lirio/André da Costa Pinto;RJ/PB; -; -;Pipa;3;4644.00;627
2015;B1500218600000;Últimas Conversas;Eduardo Coutinho;Documentário;Videofilmes;RJ; -; -;Espaço Filmes/Videofilmes;22;187626.54;14498
2015;B1402326200000;Um filme francês;Cavi Borges;Ficção;Cavideo Produções;RJ;Canal Brasil;RJ;Livres Distribuidora;2;2205.35;146
2015;B1402229600000;Um Sonho Intenso;José Mariani;Documentário;Andaluz;RJ; -; -;Pansport;6;37026.66;3449
2015;B1500654500000;Vai que Cola - O Filme;César Rodrigues;Ficção;Conspiração Filmes;RJ; -; -;H2O Films;651;41803908.21;3307837
2015;B1301949900000;Vai Vai: 80 Anos nas Ruas;Fernando Capuano;Documentário;Blood Cine;SP; -; -;MA7 Filmes;1;6253.61;385
2015;B1402831700000;Zirig Dum Brasília;André Luiz Oliveira;Documentário;abr filmes;DF; -; -;ABR Cine Vídeo;1;1328.08;169
2014;B1402089200000;12 de Junho de 1993 - O Dia da Paixão Palmeirense;Jaime Queiroz/Mauro Betting;Documentário;Canal Azul;SP;ESPN Brasil;SP;Elo Company;8;17102.01;1236
2014;B1402098200000;A Balada do Provisório;Felipe David Rodrigues;Ficção;Maria Gorda Filmes;RJ;Canal Brasil;RJ;Maria Gorda Filmes;1;150.00;20
2014;B1301869200000;A Casa Elétrica;Gustavo Fogaça Guffo;Ficção;Panda Filmes;RS; -; -;Panda Filmes;2;2752.35;351
2014;B1302020900000;A Farra do Circo;Pedro Bronz/Roberto Berliner;Documentário;Nego Produção de Filmes/TV Zero;SP/RJ;Canal Brasil;RJ;ArtHouse;6;14199.54;942
2014;B1402149200000;A Grande Vitória;Stefano Capuzzi Lapietra;Ficção;Alfa Filmes & Produções;SP; -; -;Downtown/Paris;90;310608.29;26550
2014;B1402217800000;A História do Homem Henry Sobel;André Bushatsky;Documentário;Twins;SP; -; -;Espaço Filmes ;10;17411.55;1390
2014;B1402723400000;A Noite da Virada;Fábio Mendonça;Ficção;O2 Filmes;SP;Globo Filmes/Maiomidia Comunicação/Telecine/O2 Filmes;RJ/RJ/RJ/SP;Downtown/Paris;297;4148146.83;348293
2014;B1301910400000;A Oeste do Fim do Mundo;Paulo Nascimento;Ficção;Accorde Filmes;RS;Panda Filmes;RS;Espaço Filmes ;16;58339.37;4780
2014;B1402070900000;A Onda da Vida – Uma História de Amor & Surf;José Augusto Muleta;Ficção;Idéias Ideais/José Augusto Muleta;RJ; -; -;Ideias Ideais/Nossa Distribuidora;16;59878.11;4849
2014;B1302034700000;A Pelada;Damien Chemin;Ficção;W.G. Produções;SE; -; -;Downtown/Paris;4;76281.27;7517
2014;B1301902100000;A Primeira Missa ou Tristes Tropeços, Enganos e Urucum;Ana Carolina;Ficção;Crystal Cinematográfica;RJ; -; -;Pandora;4;6889.91;767
2014;B1402145600000;À Queima Roupa;Theresa Jessouroun;Documentário;Urca Filmes;RJ;Kinofilmes;RJ;Downtown;3;17486.66;1372
2014;B1402081900000;Alemão;José Eduardo Belmonte;Ficção;Camisa Treze Cultural;SP; -; -;Downtown/Paris;368;11339991.54;955841
2014;B1301944100000;Alguém Qualquer;Tristan Aronovich;Ficção;La Film - Latin American Film Institute;SP; -; -;Panda Filmes;1;7833.79;568
2014;B1402080700000;Amazônia;Thierry Ragobert;Ficção;Gullane;SP; -; -;Imovision;212;979964.95;79317
2014;B1201629200000;Amazônia Eterna;Belisario Franca;Documentário;Giros/Tudo Produções;RJ/SP;Tudo Produções;SP;Elo Company;2;2946.55;241
2014;B1301732600000;Aos Ventos que Virão;Hermano Penna;Ficção;Luz XXI;SP; -; -;Pandora;3;22420.46;2266
2014;B1402480200000;Apneia;Mauricio Eça;Ficção;Juba Filmes;SP; -; -;Elo Company;9;50672.71;5293
2014;B1402521900000;As Aventuras do Avião Vermelho;Frederico Pinto/Jose Maia;Animação;Armazém de Imagens;RS;Okna Produções;RS;Imagem;91;222862.05;21696
2014;B1301874500000;Até que a Sbórnia nos Separe;Ennio Torresan/Otto Guerra;Animação;Otto Desenhos Animados;RS; -; -;Lotado Filmes;25;179282.18;14406
2014;B1301880900000;Avanti Popolo;Michael Wahrmann ;Ficção;Dezenove Som e Imagens;SP;Sancho Filmes;SP;Vitrine Filmes;17;32427.95;2798
2014;B1402117800000;Bernardes;Gustavo Gama Rodrigues/Paulo de Barros;Documentário;6D Filmes;RJ;Rinoceronte Produções/Rinoceronte Entretenimento/Globosat;RJ/RJ/RJ;Nossa Distribuidora;8;21400.33;1681
2014;B1402300400000;Boa Sorte;Carolina Jabor;Ficção;Conspiração Filmes;RJ;Globo Filmes/Telecine/Guel Produtora;RJ/RJ/RJ;Imagem;179;1888580.47;145890
2014;B1402203900000;Brincante;Walter Carvalho;Documentário;Gullane;SP;Brincante Produções Artísticas;SP;Espaço Filmes ;18;94837.54;7222
2014;B1402141800000;Castanha;Davi Pretto;Ficção;Tokyo Filmes;RS;Canal Brasil;RJ;Vitrine Filmes;17;28712.82;3180
2014;B1402148600000;Causa e Efeito;André Marouço;Ficção;Mar Revolto Produções;SP;Estação Luz Filmes/Estação Luz Filmes;CE/CE;Downtown/Paris;126;983325.25;83413
2014;B1301902700000;Confia em Mim;Michel Tikhomiroff;Ficção;Mixer Films;RJ;Globo Filmes/Teleimage;RJ/SP;Downtown/Paris;67;550019.13;42811
2014;B1301999100000;Confissões de Adolescente - o Filme;Cris D'Amato/Daniel Filho;Ficção;Lereby;RJ; -; -;Sony;394;8605015.98;816971
2014;B1402145700000;Copa de Elite;Vitor Brandt;Ficção;Glaz Entretenimento;RJ; -; -;Fox;269;7793226.00;646224
2014;B1302055400000;Coração de Leão;Marcos Carnevale;Ficção;Unfinished Business Produções;RJ; -; -;H2O Films;46;372720.93;25936
2014;B1101349700000;Cuba Libre;Evaldo Mocarzel;Documentário;Casa Azul Produções;SP; -; -;Raiz Filmes;2;8993.86;940
2014;B1402172000000;De Menor;Caru Alves de Souza;Ficção;Tangerina Entretenimento;SP;Manjericão Filmes;SP;Espaço Filmes ;21;96000.55;7968
2014;B1402183000000;Democracia em Preto e Branco;Pedro Asbeg;Documentário;ESPN Brasil;SP;Gugarod Produções/Miração Filmes/TV Zero;RJ/SP/RJ;TV Zero Cinema;9;17983.50;1274
2014;B1402150700000;Do Lado de Fora;Alexandre Carvalho;Ficção;ASC Audiovisual;SP; -; -;Elo Company;29;152438.03;11916
2014;B1402161500000;Dominguinhos;Eduardo Nazarian/Joaquim Castro/Mariana Aydar;Documentário;Big Bonsai;SP;Duani Martins/Eduardo Nazarian/Mariana Aydar; -;Espaço Filmes ;15;120400.47;10280
2014;B1302036500000;Eles Voltam;Marcelo Lordello;Ficção;Marcelo Lordello/Plano 9 Produções;PE;Trincheira Filmes;PE;Vitrine Filmes;12;38663.75;5516
2014;B1301938500000;Em busca de Iara;Flavio Frederico;Documentário;Kinoscópio;SP; -; -;Kinoscópio;12;80229.75;7563
2014;B1201696800000;Em Busca de um Lugar Comum;Felippe Schultz Mussel;Documentário;Sobretudo Produção;RJ; -; -;ArtHouse;1;901.00;200
2014;B1402086200000;Entre Nós;Paulo Morelli;Ficção;O2 Filmes;SP;Globo Filmes;RJ;Downtown/Paris;107;927138.44;70751
2014;B1301935400000;Entre Vales;Philippe Barcinsk;Ficção;Degrau Filmes;SP;Polo de Imagem/Aurora Filmes/Secretaria Municipal de Cultura de São Paulo;SP/SP/SP;Imovision;5;37372.93;3869
2014;B1402593100000;Esse Viver Ninguém me Tira;Caco Ciocler;Documentário;Alumiá/Cine Group;DF;Cine Group;DF;Cine Group;3;30922.38;2264
2014;B1301763500000;Estação Liberdade;Caito Ortiz;Ficção;Prodigo Films;SP; -; -;Elo Company;2;8461.29;564
2014;B1101402500000;Futebol de várzea;Marc Dourdin;Documentário;Mamute Filmes;SP; -; -;Polifilmes;1;320.00;52
2014;B1302053000000;Gata Velha Ainda Mia;Rafael Primot;Ficção;Piloto;SP;Canal Brasil;RJ;Polifilmes;11;41418.10;3180
2014;B1402159100000;Getúlio;João Jardim;Ficção;Globo Filmes;RJ;Copacabana Filmes e Produções/Fogo Azul Filmes/João Jardim/Telecine;RJ/RJ/RJ;Copacabana Filmes;182;6447968.11;508901
2014;B1402146400000;Hélio Oiticica;Cesar Oiticica Filho;Documentário;Guerrilha Filmes;RJ;Videofilmes;RJ;Nossa Distribuidora;9;48711.96;4078
2014;B1402094700000;Hoje eu quero voltar sozinho;Daniel Ribeiro;Ficção;Diana Almeida/Lacuna Filmes;SP; -; -;Vitrine Filmes;71;2393713.55;204791
2014;B1402269700000;Ilegal;Raphael Erichsen/Tarso Araujo;Documentário;3Film;SP; -; -;Espaço Filmes ;25;73888.54;5659
2014;B1302053700000;Insônia;Beto Souza;Ficção;Panda Filmes;RS;Arte Lux Produções/Okna Produções;PR/RS;Espaço Filmes ;8;25215.70;2079
2014;B1402406800000;Irmã Dulce;Vicente Amorim;Ficção;Migdal Filmes;RJ;Globo Filmes/Lereby/Telecine;RJ/RJ/RJ;Downtown/Paris;143;2373703.61;205157
2014;B1402233800000;Isolados;Tomas Portella;Ficção;Media Bridge;RJ; -; -;Downtown/Paris;181;910796.46;81367
2014;B1101366000000;Jardim Europa;Mauro Baptista Vedia;Ficção;Kashhmyr Audiovisual/Plano Geral Produções;SP;Limiar;SP;Raiz Filmes;2;15288.00;1593
2014;B1301938400000;Jogo das Decapitações;Sérgio Bianchi;Ficção;Agravo Produções Cinematográficas;SP; -; -;Pandora;8;14162.07;1355
2014;B1402107400000;Jogo de Xadrez;Luis Antonio Pereira;Ficção;Eclectic Entertainment;RJ; -; -;Elo Company;10;6707.83;521
2014;B1402115000000;Julio Sumiu;Roberto Berliner;Ficção;Globo Filmes;RJ;TV Zero/B Silva Redatores/Telecine/RioFilme;RJ/RJ/RJ/RJ;Imagem;259;2237498.32;179745
2014;B1402176400000;Junho;João Wainer;Documentário;Folhapress;SP; -; -;O2 Play;14;48219.09;3706
2014;B1301810400000;La Playa D. C.;Juan Andrés Arango;Ficção;Bananeira Filmes;RJ; -; -;Tucumán;3;5447.50;536
